timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2016-12-27 00:21:54.623	1055997057	start_recording
MSG	2016-12-27 00:21:54.626	1055997057	image_on
MSG	2016-12-27 00:21:54.626	1055997057	image.jpg
2016-12-27 00:21:55.909	1055998789	True	7	398.7197	554.036	398.1982	553.322	24.60685	382.8932	551.9481	396.7678	548.5878	24.1925	0.3762	0.5304	414.5461	556.124	400.9818	558.8427	25.0212	0.6107	0.5201
2016-12-27 00:21:55.925	1055998805	True	7	400.7573	571.2793	398.0913	552.9863	24.9366	395.5343	551.1443	396.6673	548.7006	24.4893	0.3762	0.5305	405.9803	591.4143	401.3962	560.7938	25.3839	0.6106	0.5205
2016-12-27 00:21:55.942	1055998822	True	7	397.7898	570.5366	398.1245	553.0672	24.98885	388.9308	568.7781	396.2019	549.7977	24.4364	0.3762	0.5307	406.6488	572.2952	401.8335	561.6586	25.5413	0.6106	0.5202
2016-12-27 00:21:55.959	1055998839	True	7	392.5461	564.3368	398.162	553.2269	24.7764	384.6357	562.4941	395.502	550.5471	24.173	0.376	0.5307	400.4564	566.1794	401.9107	562.1537	25.3798	0.6105	0.5201
2016-12-27 00:21:55.976	1055998856	True	7	406.9285	567.4064	398.1683	553.3375	24.78115	399.1747	562.6544	395.6157	551.3016	24.4519	0.3762	0.5307	414.6823	572.1584	402.7599	562.949	25.1104	0.6106	0.5202
2016-12-27 00:21:55.992	1055998872	True	7	402.6448	564.2693	398.2372	553.5661	24.75035	404.452	562.4934	396.03	552.0389	24.244	0.3762	0.5307	400.8376	566.0451	402.8216	563.3715	25.2567	0.6105	0.5201
2016-12-27 00:21:56.009	1055998889	True	7	394.8966	572.4655	398.0765	553.5023	24.85985	384.7036	557.5364	395.356	552.4893	24.2442	0.3761	0.5309	405.0896	587.3945	403.0984	564.9431	25.4755	0.6106	0.5204
2016-12-27 00:21:56.025	1055998905	True	7	397.8882	564.0842	398.1054	553.7761	24.7106	398.0921	558.7323	395.4317	552.9903	24.2884	0.3763	0.531	397.6844	569.4362	402.9439	565.4811	25.1328	0.6106	0.5204
2016-12-27 00:21:56.042	1055998922	True	7	394.5255	565.4419	398.0822	554.0157	24.7498	383.5031	544.4117	394.7072	552.6804	24.0855	0.3762	0.5312	405.5478	586.472	403.2054	566.9232	25.4141	0.6107	0.5208
2016-12-27 00:21:56.059	1055998939	True	7	403.6916	564.9144	398.1295	554.3757	24.93465	397.9341	562.0995	394.7929	553.3333	24.4298	0.3764	0.5315	409.4491	567.7292	403.6643	567.2833	25.4395	0.6108	0.521
